'id','aopf','hyg_lead_time','lrff','actual','average_dn','category','chinese_brand','clazz_id','competitor_lead_time','competitor_name','competitor_pricing','dealer_handling_cost','dealer_net','dealer_premium_percentage','dealer_pricing_premium','dealer_pricing_premium_percentage','dealer_street_pricing','market_share','model','plant','series','variance_percentage','color_id','country_id','created_at','created_by','latest_modified_at','latest_modified_by'
57,181,15.0,203,95,460.53064426924067,Lead Acid,false,1,12.0,Doosan/Hyundai,14078.13,18575.646291303834,460.5306442692406,0.1,46.05306442692381,0.0024134005526043763,19082.23,0.28,'',Maximal,A3C4,-0.3587232867168384,1528,247,,,2024-03-11 15:59:40.036,admin@gmail.com
59,181,15.0,203,95,460.53064426924067,Lead Acid,true,1,17.0,Hangcha,16562.5,18575.646291303834,460.5306442692406,0.1,46.05306442692381,0.0024134005526043763,19082.23,0.15,'',Maximal,A3C4,-0.15491520388992744,1529,247,,,2024-03-11 15:59:40.036,admin@gmail.com
76,24,38.0,26,14,757.4540930979134,Order Picker,false,2,38.0,Yale,42323.65,33025.720497592294,757.4540930979134,0.1,75.74540930979128,0.0022370887585838914,33858.92,0.12,OS030BF,Greenville,E826,0.19821032899313296,1532,247,,,2024-03-11 15:59:40.025,admin@gmail.com
78,24,38.0,26,14,757.4540930979134,Order Picker,false,2,38.0,Hyster,33858.92,33025.720497592294,757.4540930979134,0.1,75.74540930979128,0.0022370887585838914,33858.92,0.13,R30XM3,Greenville,E826,-0.0022370887585838914,1533,247,,,2024-03-11 15:59:40.026,admin@gmail.com
80,24,38.0,26,14,757.4540930979134,Order Picker,false,2,75.0,Crown,33195.02,33025.720497592294,757.4540930979134,0.1,75.74540930979128,0.0022370887585838914,33858.92,0.4,SP3500,Greenville,E826,-0.022281818456798424,1534,247,,,2024-03-11 15:59:40.026,admin@gmail.com
82,24,38.0,26,14,757.4540930979134,Order Picker,false,2,48.0,Jungheinrich,40663.9,33025.720497592294,757.4540930979134,0.1,75.74540930979128,0.0022370887585838914,33858.92,0.1,EKS412,Greenville,E826,0.16548424009232296,1535,247,,,2024-03-11 15:59:40.026,admin@gmail.com
84,24,38.0,26,14,757.4540930979134,Order Picker,false,2,12.0,Clark,23236.51,33025.720497592294,757.4540930979134,0.1,75.74540930979128,0.0022370887585838914,33858.92,0.25,OSX15,Greenville,E826,-0.46040284919335095,1527,247,,,2024-03-11 15:59:40.026,admin@gmail.com
61,181,15.0,203,95,460.53064426924067,Lead Acid,false,1,15.0,HYG,19082.23,18575.646291303834,460.5306442692406,0.1,46.05306442692381,0.0024134005526043763,19082.23,0.02,'',Maximal,A3C4,-0.0024134005526043763,1530,247,,,2024-03-11 15:59:40.036,admin@gmail.com
63,181,15.0,203,95,460.53064426924067,Lead Acid,true,1,2.0,Heli,15734.38,18575.646291303834,460.5306442692406,0.1,46.05306442692381,0.0024134005526043763,19082.23,0.11,'',Maximal,A3C4,-0.21569982830126921,1531,247,,,2024-03-11 15:59:40.036,admin@gmail.com
75,9,38.0,9,7,0.0,Order Picker,false,2,38.0,Yale,42323.65,33858.92,0.0,0.1,0.0,0.0,33858.92,0.12,OS030BF,Greenville,H118,0.20000000000000007,1532,247,,,2024-03-11 15:59:40.061,admin@gmail.com
71,181,15.0,203,95,460.53064426924067,Li-ion,false,1,15.0,HYG,21114.37,20607.786291303833,460.5306442692406,0.1,46.05306442692381,0.0021811242498319303,21114.37,0.02,'',Maximal,A3C4,-0.0021811242498319303,1530,247,,,2024-03-11 15:59:40.149,admin@gmail.com
73,181,15.0,203,95,460.53064426924067,Li-ion,true,1,2.0,Heli,18505.21,20607.786291303833,460.5306442692406,0.1,46.05306442692381,0.0021811242498319303,21114.37,0.11,'',Maximal,A3C4,-0.1434846221375993,1531,247,,,2024-03-11 15:59:40.149,admin@gmail.com
85,47,62.0,49,22,682.075,Lead Acid,false,1,62.0,HYG (USA),28042.15,27291.8675,682.075,0.1,68.20750000000044,0.0024323206316206295,28042.15,0.04,'',Greenville,A268,-0.0024323206316206295,1530,257,,,2024-03-11 15:59:40.241,admin@gmail.com
86,47,62.0,49,22,682.075,Lead Acid,false,1,62.0,Crown (USA),35583.94,27291.8675,682.075,0.1,68.20750000000044,0.0024323206316206295,28042.15,0.3,'',Greenville,A268,0.21002684076018563,1534,257,,,2024-03-11 15:59:40.241,admin@gmail.com
87,47,62.0,49,22,682.075,Lead Acid,false,1,28.0,Jungheinrich (Germany),37043.8,27291.8675,682.075,0.1,68.20750000000044,0.0024323206316206295,28042.15,0.2,'',Greenville,A268,0.24115891188269023,1535,257,,,2024-03-11 15:59:40.241,admin@gmail.com
88,47,62.0,49,22,682.075,Lead Acid,false,1,28.0,Jungheinrich (China),20437.96,27291.8675,682.075,0.1,68.20750000000044,0.0024323206316206295,28042.15,0.2,'',Greenville,A268,-0.3753993793901154,1535,257,,,2024-03-11 15:59:40.241,admin@gmail.com
89,47,62.0,49,22,682.075,Lead Acid,false,1,58.0,Still,32116.79,27291.8675,682.075,0.1,68.20750000000044,0.0024323206316206295,28042.15,0.06,'',Greenville,A268,0.12474573268374575,1536,257,,,2024-03-11 15:59:40.241,admin@gmail.com
100,122,49.0,130,4,1173.3847272727269,Class 2 (Pantograpgh 1.4 - 2.5T),false,2,49.0,HYG,30832.12,29541.3968,1173.3847272727269,0.1,117.33847272727508,0.0038057218487497803,30832.12,0.14,'',Greenville,E861,-0.0038057218487497803,1530,257,,,2024-03-11 15:59:40.068,admin@gmail.com
102,122,49.0,130,4,1173.3847272727269,Class 2 (Pantograpgh 1.4 - 2.5T),false,2,62.0,Crown,38686.13,29541.3968,1173.3847272727269,0.1,117.33847272727508,0.0038057218487497803,30832.12,0.36,'',Greenville,E861,0.1999856674025736,1534,257,,,2024-03-11 15:59:40.068,admin@gmail.com
104,122,49.0,130,4,1173.3847272727269,Class 2 (Pantograpgh 1.4 - 2.5T),false,2,36.0,Raymond,38602.94,29541.3968,1173.3847272727269,0.1,117.33847272727508,0.0038057218487497803,30832.12,0.36,'',Greenville,E861,0.1982616227487525,1540,257,,,2024-03-11 15:59:40.068,admin@gmail.com
106,122,49.0,130,4,1173.3847272727269,Class 2 (Pantograpgh 1.4 - 2.5T),false,2,24.0,Mitsubishi/Nichiyu,39172.75,29541.3968,1173.3847272727269,0.1,117.33847272727508,0.0038057218487497803,30832.12,0.14,'',Greenville,E861,0.2099237742377731,1538,257,,,2024-03-11 15:59:40.068,admin@gmail.com
108,29,40.0,31,17,2627.746994535519,Class 2 (VNA 1.3 - 2.5T),false,2,40.0,Hyster,123400.53,110320.97830601093,2627.746994535519,0.1,262.77469945354096,0.002321095466922892,113211.5,0.03,'',Masate,B869,0.08043932469776635,1533,257,,,2024-03-11 15:59:40.085,admin@gmail.com
110,29,40.0,31,17,2627.746994535519,Class 2 (VNA 1.3 - 2.5T),false,2,40.0,Yale,113211.5,110320.97830601093,2627.746994535519,0.1,262.77469945354096,0.002321095466922892,113211.5,0.03,'',Masate,B869,-0.002321095466922892,1532,257,,,2024-03-11 15:59:40.085,admin@gmail.com
112,29,40.0,31,17,2627.746994535519,Class 2 (VNA 1.3 - 2.5T),false,2,75.0,Crown,84558.82,110320.97830601093,2627.746994535519,0.1,262.77469945354096,0.002321095466922892,113211.5,0.25,'',Masate,B869,-0.34195669593607775,1534,257,,,2024-03-11 15:59:40.085,admin@gmail.com
119,9,38.0,9,7,0.0,Class 2 (Order Picker),false,2,62.0,Crown,32116.79,24313.87,0.0,0.1,0.0,0.0,24313.87,0.16,'',Greenville,H118,0.2429545418455581,1534,257,,,2024-03-11 15:59:40.130,admin@gmail.com
120,9,38.0,9,7,0.0,Class 2 (Order Picker),false,2,28.0,Jungheinrich (G),37956.2,24313.87,0.0,0.1,0.0,0.0,24313.87,0.2,'',Greenville,H118,0.3594229664718807,1535,257,,,2024-03-11 15:59:40.130,admin@gmail.com
121,9,38.0,9,7,0.0,Class 2 (Order Picker),false,2,26.0,Linde,25000.0,24313.87,0.0,0.1,0.0,0.0,24313.87,0.23,'',Greenville,H118,0.02744520000000004,1539,257,,,2024-03-11 15:59:40.130,admin@gmail.com
122,9,38.0,9,7,0.0,Class 2 (Order Picker),false,2,24.0,Mitsubishi/Nichiyu,24817.52,24313.87,0.0,0.1,0.0,0.0,24313.87,0.06,'',Greenville,H118,0.020294130920414346,1538,257,,,2024-03-11 15:59:40.130,admin@gmail.com
162,0,5.0,0,0,10000.0,Class 1 (Lead Acid 4 Wheel),false,1,5.0,Baoli,30150.0,35000.0,10000.0,0.1,1000.0,0.021739130434782608,46000.0,0.04,'',,'',-0.5588723051409619,1543,293,,,2024-03-11 15:59:40.107,admin@gmail.com
163,0,5.0,0,0,10000.0,Class 1 (Lead Acid 4 Wheel),false,1,5.0,Enforcer,27690.0,35000.0,10000.0,0.1,1000.0,0.021739130434782608,46000.0,0.04,'',,'',-0.6973636691946551,1548,293,,,2024-03-11 15:59:40.107,admin@gmail.com
147,0,17.0,0,0,10000.0,Class 2 (MMRT 1.4 - 2.5T),false,2,28.0,Jungheinrich,35757.58,18965.34,10000.0,0.1,1000.0,0.03337188898907872,29965.34,0.88,'',,'',0.13402025528573247,1535,274,,,2024-03-11 15:59:40.145,admin@gmail.com
148,0,17.0,0,0,10000.0,Class 2 (MMRT 1.4 - 2.5T),false,2,18.0,HYG (Italy),42113.64,18965.34,10000.0,0.1,1000.0,0.03337188898907872,29965.34,0.05,'',,'',0.26471945906361927,1530,274,,,2024-03-11 15:59:40.146,admin@gmail.com
149,0,17.0,0,0,10000.0,Class 2 (MMRT 1.4 - 2.5T),false,2,17.0,HYG (HYM),29965.34,18965.34,10000.0,0.1,1000.0,0.03337188898907872,29965.34,0.03,'',,'',-0.03337188898907872,1530,274,,,2024-03-11 15:59:40.146,admin@gmail.com
150,0,17.0,0,0,10000.0,Class 2 (MMRT 1.4 - 2.5T),true,2,12.0,Heli - Lithium,21000.0,18965.34,10000.0,0.1,1000.0,0.03337188898907872,29965.34,0.03,'',,'',-0.47454,1531,274,,,2024-03-11 15:59:40.146,admin@gmail.com
151,0,17.0,0,0,10000.0,Class 2 (MMRT 1.4 - 2.5T),true,2,12.0,Heli - Lead Acid,17000.0,18965.34,10000.0,0.1,1000.0,0.03337188898907872,29965.34,0.03,'',,'',-0.8214905882352941,1531,274,,,2024-03-11 15:59:40.146,admin@gmail.com
155,0,15.0,0,0,10000.0,Class 1 (Lead Acid 3 Wheel),false,1,20.0,Toyota,22043.0,9300.0,10000.0,0.1,1000.0,0.04926108374384237,20300.0,0.3,'',,'',0.03370684571065644,1537,293,,,2024-03-11 15:59:40.206,admin@gmail.com
169,0,0.0,0,0,10000.0,Class 3,true,3,4.0,Hangcha,5600.0,-11000.0,10000.0,0.1,1000.0,0,0.0,0.0,'',,'',0.8214285714285714,1529,293,,,2024-03-11 15:59:40.040,admin@gmail.com
184,0,15.0,0,0,10000.0,Class 1 (Lead Acid),false,1,15.0,Yale,19830.27,8830.27,10000.0,0.1,1000.0,0.05042795685585723,19830.27,0.0462,'',,'',-0.05042795685585723,1532,307,,,2024-03-11 15:59:40.103,admin@gmail.com
185,0,15.0,0,0,10000.0,Class 1 (Lead Acid),false,1,44.0,Jungheinrich,20571.85,8830.27,10000.0,0.1,1000.0,0.05042795685585723,19830.27,0.0308,'',,'',-0.012561825990370428,1535,307,,,2024-03-11 15:59:40.103,admin@gmail.com
186,0,15.0,0,0,10000.0,Class 1 (Lead Acid),false,1,8.0,Crown,19479.21,8830.27,10000.0,0.1,1000.0,0.05042795685585723,19830.27,0.0769,'',,'',-0.06935907565039863,1534,307,,,2024-03-11 15:59:40.103,admin@gmail.com
187,0,15.0,0,0,10000.0,Class 1 (Lead Acid),false,1,20.0,Toyota,18327.07,8830.27,10000.0,0.1,1000.0,0.05042795685585723,19830.27,0.4077,'',,'',-0.13658484416767114,1537,307,,,2024-03-11 15:59:40.103,admin@gmail.com
188,0,15.0,0,0,10000.0,Class 1 (Lead Acid),false,1,20.0,Mitsubishi,17967.12,8830.27,10000.0,0.1,1000.0,0.05042795685585723,19830.27,0.1308,'',,'',-0.1593549773141161,1538,307,,,2024-03-11 15:59:40.103,admin@gmail.com
189,0,15.0,0,0,10000.0,Class 1 (Lead Acid),true,1,2.0,Heli,19781.68,8830.27,10000.0,0.1,1000.0,0.05042795685585723,19830.27,0.2308,'',,'',-0.05300813682154398,1531,307,,,2024-03-11 15:59:40.103,admin@gmail.com
164,0,5.0,0,0,10000.0,Class 1 (Lead Acid 4 Wheel),false,1,5.0,HYG CRG,28000.0,35000.0,10000.0,0.1,1000.0,0.021739130434782608,46000.0,0.55,'',,'',-0.6785714285714286,1530,293,,,2024-03-11 15:59:40.107,admin@gmail.com
165,0,5.0,0,0,10000.0,Class 1 (Lead Acid 4 Wheel),false,1,5.0,HYG HYM,46000.0,35000.0,10000.0,0.1,1000.0,0.021739130434782608,46000.0,0.15,'',,'',-0.021739130434782608,1530,293,,,2024-03-11 15:59:40.107,admin@gmail.com
166,0,5.0,0,0,10000.0,Class 1 (Lead Acid 4 Wheel),false,1,5.0,Linde,19593.0,35000.0,10000.0,0.1,1000.0,0.021739130434782608,46000.0,0.15,'',,'',-1.3988159036390548,1539,293,,,2024-03-11 15:59:40.107,admin@gmail.com
167,0,5.0,0,0,10000.0,Class 1 (Lead Acid 4 Wheel),false,1,5.0,Crown,19593.0,35000.0,10000.0,0.1,1000.0,0.021739130434782608,46000.0,0.2,'',,'',-1.3988159036390548,1534,293,,,2024-03-11 15:59:40.107,admin@gmail.com
168,0,5.0,0,0,10000.0,Class 1 (Lead Acid 4 Wheel),false,1,5.0,Toyota,19593.0,35000.0,10000.0,0.1,1000.0,0.021739130434782608,46000.0,0.3,'',,'',-1.3988159036390548,1537,293,,,2024-03-11 15:59:40.107,admin@gmail.com
