'hours','created_at','created_by','latest_modified_at','latest_modified_by','residualvaluepercent','years','product'
242000,2024-04-08 10:29:57.393,admin@gmail.com,2024-04-08 10:29:57.393,admin@gmail.com,0.17,2023,7320
364000,2024-04-08 10:29:57.394,admin@gmail.com,2024-04-08 10:29:57.394,admin@gmail.com,0.14,2023,7320
361250,2024-04-08 10:29:57.394,admin@gmail.com,2024-04-08 10:29:57.394,admin@gmail.com,0.13750639207393603,2023,7320
483000,2024-04-08 10:29:57.394,admin@gmail.com,2024-04-08 10:29:57.394,admin@gmail.com,0.11,2023,7320
24750,2024-04-08 10:29:57.395,admin@gmail.com,2024-04-08 10:29:57.395,admin@gmail.com,0.20625958811090403,2023,7320
72750,2024-04-08 10:29:57.395,admin@gmail.com,2024-04-08 10:29:57.395,admin@gmail.com,0.06445612128465751,2023,7320
722750,2024-04-08 10:29:57.396,admin@gmail.com,2024-04-08 10:29:57.396,admin@gmail.com,0.05,2023,7320
961250,2024-04-08 10:29:57.396,admin@gmail.com,2024-04-08 10:29:57.396,admin@gmail.com,0.01,2023,7320
84500,2024-04-08 10:29:57.396,admin@gmail.com,2024-04-08 10:29:57.396,admin@gmail.com,0.06015904653234701,2023,7320
842250,2024-04-08 10:29:57.397,admin@gmail.com,2024-04-08 10:29:57.397,admin@gmail.com,0.05,2023,7320
361000,2024-04-08 10:29:57.397,admin@gmail.com,2024-04-08 10:29:57.397,admin@gmail.com,0.15469469108317802,2023,7320
483250,2024-04-08 10:29:57.398,admin@gmail.com,2024-04-08 10:29:57.398,admin@gmail.com,0.11,2023,7320
36500,2024-04-08 10:29:57.398,admin@gmail.com,2024-04-08 10:29:57.398,admin@gmail.com,0.19336836385397252,2023,7320
843500,2024-04-08 10:29:57.398,admin@gmail.com,2024-04-08 10:29:57.398,admin@gmail.com,0.03,2023,7320
242250,2024-04-08 10:29:57.399,admin@gmail.com,2024-04-08 10:29:57.399,admin@gmail.com,0.17,2023,7320
603750,2024-04-08 10:29:57.399,admin@gmail.com,2024-04-08 10:29:57.399,admin@gmail.com,0.07,2023,7320
243500,2024-04-08 10:29:57.400,admin@gmail.com,2024-04-08 10:29:57.400,admin@gmail.com,0.16,2023,7320
724000,2024-04-08 10:29:57.400,admin@gmail.com,2024-04-08 10:29:57.400,admin@gmail.com,0.04,2023,7320
721250,2024-04-08 10:29:57.400,admin@gmail.com,2024-04-08 10:29:57.400,admin@gmail.com,0.05156489702772601,2023,7320
483750,2024-04-08 10:29:57.401,admin@gmail.com,2024-04-08 10:29:57.401,admin@gmail.com,0.11,2023,7320
722500,2024-04-08 10:29:57.401,admin@gmail.com,2024-04-08 10:29:57.401,admin@gmail.com,0.05,2023,7320
362500,2024-04-08 10:29:57.401,admin@gmail.com,2024-04-08 10:29:57.401,admin@gmail.com,0.15,2023,7320
1202000,2024-04-08 10:29:57.402,admin@gmail.com,2024-04-08 10:29:57.402,admin@gmail.com,0.01,2023,7320
602250,2024-04-08 10:29:57.402,admin@gmail.com,2024-04-08 10:29:57.402,admin@gmail.com,0.09,2023,7320
603500,2024-04-08 10:29:57.403,admin@gmail.com,2024-04-08 10:29:57.403,admin@gmail.com,0.07,2023,7320
843750,2024-04-08 10:29:57.403,admin@gmail.com,2024-04-08 10:29:57.403,admin@gmail.com,0.03,2023,7320
242500,2024-04-08 10:29:57.403,admin@gmail.com,2024-04-08 10:29:57.403,admin@gmail.com,0.17,2023,7320
722250,2024-04-08 10:29:57.404,admin@gmail.com,2024-04-08 10:29:57.404,admin@gmail.com,0.06,2023,7320
961750,2024-04-08 10:29:57.404,admin@gmail.com,2024-04-08 10:29:57.404,admin@gmail.com,0.01,2023,7320
723500,2024-04-08 10:29:57.405,admin@gmail.com,2024-04-08 10:29:57.405,admin@gmail.com,0.05,2023,7320
483500,2024-04-08 10:29:57.405,admin@gmail.com,2024-04-08 10:29:57.405,admin@gmail.com,0.11,2023,7320
362750,2024-04-08 10:29:57.405,admin@gmail.com,2024-04-08 10:29:57.405,admin@gmail.com,0.15,2023,7320
961500,2024-04-08 10:29:57.406,admin@gmail.com,2024-04-08 10:29:57.406,admin@gmail.com,0.01,2023,7320
602000,2024-04-08 10:29:57.406,admin@gmail.com,2024-04-08 10:29:57.406,admin@gmail.com,0.09,2023,7320
1081750,2024-04-08 10:29:57.407,admin@gmail.com,2024-04-08 10:29:57.407,admin@gmail.com,0.01,2023,7320
843000,2024-04-08 10:29:57.407,admin@gmail.com,2024-04-08 10:29:57.407,admin@gmail.com,0.04,2023,7320
841500,2024-04-08 10:29:57.407,admin@gmail.com,2024-04-08 10:29:57.407,admin@gmail.com,0.04297074752310501,2023,7320
242750,2024-04-08 10:29:57.408,admin@gmail.com,2024-04-08 10:29:57.408,admin@gmail.com,0.17,2023,7320
961000,2024-04-08 10:29:57.408,admin@gmail.com,2024-04-08 10:29:57.408,admin@gmail.com,0.03437659801848401,2023,7320
362250,2024-04-08 10:29:57.408,admin@gmail.com,2024-04-08 10:29:57.408,admin@gmail.com,0.16,2023,7320
482000,2024-04-08 10:29:57.409,admin@gmail.com,2024-04-08 10:29:57.409,admin@gmail.com,0.12,2023,7320
722000,2024-04-08 10:29:57.409,admin@gmail.com,2024-04-08 10:29:57.409,admin@gmail.com,0.06,2023,7320
843250,2024-04-08 10:29:57.410,admin@gmail.com,2024-04-08 10:29:57.410,admin@gmail.com,0.04,2023,7320
362000,2024-04-08 10:29:57.411,admin@gmail.com,2024-04-08 10:29:57.411,admin@gmail.com,0.16,2023,7320
482250,2024-04-08 10:29:57.411,admin@gmail.com,2024-04-08 10:29:57.411,admin@gmail.com,0.12,2023,7320
602750,2024-04-08 10:29:57.411,admin@gmail.com,2024-04-08 10:29:57.411,admin@gmail.com,0.08,2023,7320
84750,2024-04-08 10:29:57.412,admin@gmail.com,2024-04-08 10:29:57.412,admin@gmail.com,0.055861971780036504,2023,7320
1081500,2024-04-08 10:29:57.412,admin@gmail.com,2024-04-08 10:29:57.412,admin@gmail.com,0.01,2023,7320
841750,2024-04-08 10:29:57.412,admin@gmail.com,2024-04-08 10:29:57.412,admin@gmail.com,0.05,2023,7320
241750,2024-04-08 10:29:57.413,admin@gmail.com,2024-04-08 10:29:57.413,admin@gmail.com,0.18,2023,7320
723000,2024-04-08 10:29:57.413,admin@gmail.com,2024-04-08 10:29:57.413,admin@gmail.com,0.05,2023,7320
482750,2024-04-08 10:29:57.413,admin@gmail.com,2024-04-08 10:29:57.413,admin@gmail.com,0.11,2023,7320
1201500,2024-04-08 10:29:57.414,admin@gmail.com,2024-04-08 10:29:57.414,admin@gmail.com,0.01,2023,7320
721500,2024-04-08 10:29:57.414,admin@gmail.com,2024-04-08 10:29:57.414,admin@gmail.com,0.047267822275415504,2023,7320
1081250,2024-04-08 10:29:57.414,admin@gmail.com,2024-04-08 10:29:57.414,admin@gmail.com,0.01,2023,7320
604000,2024-04-08 10:29:57.414,admin@gmail.com,2024-04-08 10:29:57.414,admin@gmail.com,0.07,2023,7320
601250,2024-04-08 10:29:57.415,admin@gmail.com,2024-04-08 10:29:57.415,admin@gmail.com,0.09883271930314151,2023,7320
841000,2024-04-08 10:29:57.415,admin@gmail.com,2024-04-08 10:29:57.415,admin@gmail.com,0.047267822275415504,2023,7320
602500,2024-04-08 10:29:57.415,admin@gmail.com,2024-04-08 10:29:57.415,admin@gmail.com,0.09,2023,7320
363500,2024-04-08 10:29:57.416,admin@gmail.com,2024-04-08 10:29:57.416,admin@gmail.com,0.15,2023,7320
241000,2024-04-08 10:29:57.416,admin@gmail.com,2024-04-08 10:29:57.416,admin@gmail.com,0.1847742143493515,2023,7320
481250,2024-04-08 10:29:57.416,admin@gmail.com,2024-04-08 10:29:57.416,admin@gmail.com,0.09883271930314151,2023,7320
484000,2024-04-08 10:29:57.416,admin@gmail.com,2024-04-08 10:29:57.416,admin@gmail.com,0.11,2023,7320
723750,2024-04-08 10:29:57.417,admin@gmail.com,2024-04-08 10:29:57.417,admin@gmail.com,0.04,2023,7320
482500,2024-04-08 10:29:57.417,admin@gmail.com,2024-04-08 10:29:57.417,admin@gmail.com,0.11,2023,7320
1201750,2024-04-08 10:29:57.417,admin@gmail.com,2024-04-08 10:29:57.417,admin@gmail.com,0.01,2023,7320
60500,2024-04-08 10:29:57.418,admin@gmail.com,2024-04-08 10:29:57.418,admin@gmail.com,0.13320931732162553,2023,7320
241250,2024-04-08 10:29:57.418,admin@gmail.com,2024-04-08 10:29:57.418,admin@gmail.com,0.1847742143493515,2023,7320
601000,2024-04-08 10:29:57.418,admin@gmail.com,2024-04-08 10:29:57.418,admin@gmail.com,0.10742686880776252,2023,7320
244000,2024-04-08 10:29:57.419,admin@gmail.com,2024-04-08 10:29:57.419,admin@gmail.com,0.15,2023,7320
48750,2024-04-08 10:29:57.419,admin@gmail.com,2024-04-08 10:29:57.419,admin@gmail.com,0.11172394356007301,2023,7320
363750,2024-04-08 10:29:57.419,admin@gmail.com,2024-04-08 10:29:57.419,admin@gmail.com,0.15,2023,7320
841250,2024-04-08 10:29:57.420,admin@gmail.com,2024-04-08 10:29:57.420,admin@gmail.com,0.047267822275415504,2023,7320
842500,2024-04-08 10:29:57.420,admin@gmail.com,2024-04-08 10:29:57.420,admin@gmail.com,0.05,2023,7320
844000,2024-04-08 10:29:57.421,admin@gmail.com,2024-04-08 10:29:57.421,admin@gmail.com,0.03,2023,7320
1081000,2024-04-08 10:29:57.421,admin@gmail.com,2024-04-08 10:29:57.421,admin@gmail.com,0.025782448513863004,2023,7320
363250,2024-04-08 10:29:57.421,admin@gmail.com,2024-04-08 10:29:57.421,admin@gmail.com,0.15,2023,7271
243750,2024-04-08 10:29:57.422,admin@gmail.com,2024-04-08 10:29:57.422,admin@gmail.com,0.16,2023,7271
48500,2024-04-08 10:29:57.422,admin@gmail.com,2024-04-08 10:29:57.422,admin@gmail.com,0.12461516781700452,2023,7271
721000,2024-04-08 10:29:57.422,admin@gmail.com,2024-04-08 10:29:57.422,admin@gmail.com,0.055861971780036504,2023,7271
481000,2024-04-08 10:29:57.423,admin@gmail.com,2024-04-08 10:29:57.423,admin@gmail.com,0.10312979405545201,2023,7271
962000,2024-04-08 10:29:57.423,admin@gmail.com,2024-04-08 10:29:57.423,admin@gmail.com,0.01,2023,7271
361500,2024-04-08 10:29:57.424,admin@gmail.com,2024-04-08 10:29:57.424,admin@gmail.com,0.12031809306469401,2023,7271
1082000,2024-04-08 10:29:57.425,admin@gmail.com,2024-04-08 10:29:57.425,admin@gmail.com,0.01,2023,7271
1201000,2024-04-08 10:29:57.425,admin@gmail.com,2024-04-08 10:29:57.425,admin@gmail.com,0.030079523266173504,2023,7271
603250,2024-04-08 10:29:57.426,admin@gmail.com,2024-04-08 10:29:57.426,admin@gmail.com,0.08,2023,7271
60750,2024-04-08 10:29:57.426,admin@gmail.com,2024-04-08 10:29:57.426,admin@gmail.com,0.12031809306469401,2023,7271
363000,2024-04-08 10:29:57.426,admin@gmail.com,2024-04-08 10:29:57.426,admin@gmail.com,0.15,2023,7271
243000,2024-04-08 10:29:57.427,admin@gmail.com,2024-04-08 10:29:57.427,admin@gmail.com,0.17,2023,7271
601750,2024-04-08 10:29:57.427,admin@gmail.com,2024-04-08 10:29:57.427,admin@gmail.com,0.09,2023,7271
842750,2024-04-08 10:29:57.427,admin@gmail.com,2024-04-08 10:29:57.427,admin@gmail.com,0.04,2023,7271
241500,2024-04-08 10:29:57.427,admin@gmail.com,2024-04-08 10:29:57.427,admin@gmail.com,0.1847742143493515,2023,7271
72500,2024-04-08 10:29:57.428,admin@gmail.com,2024-04-08 10:29:57.428,admin@gmail.com,0.06875319603696801,2023,7271
723250,2024-04-08 10:29:57.428,admin@gmail.com,2024-04-08 10:29:57.428,admin@gmail.com,0.05,2023,7271
36750,2024-04-08 10:29:57.428,admin@gmail.com,2024-04-08 10:29:57.428,admin@gmail.com,0.17618006484473053,2023,7271
481750,2024-04-08 10:29:57.429,admin@gmail.com,2024-04-08 10:29:57.429,admin@gmail.com,0.12,2023,7271
721750,2024-04-08 10:29:57.429,admin@gmail.com,2024-04-08 10:29:57.429,admin@gmail.com,0.06,2023,7271
361750,2024-04-08 10:29:57.429,admin@gmail.com,2024-04-08 10:29:57.429,admin@gmail.com,0.16,2023,7271
1201250,2024-04-08 10:29:57.430,admin@gmail.com,2024-04-08 10:29:57.430,admin@gmail.com,0.01,2023,7271
603000,2024-04-08 10:29:57.430,admin@gmail.com,2024-04-08 10:29:57.430,admin@gmail.com,0.08,2023,7271
842000,2024-04-08 10:29:57.431,admin@gmail.com,2024-04-08 10:29:57.431,admin@gmail.com,0.05,2023,7271
243250,2024-04-08 10:29:57.431,admin@gmail.com,2024-04-08 10:29:57.431,admin@gmail.com,0.16,2023,7271
601500,2024-04-08 10:29:57.432,admin@gmail.com,2024-04-08 10:29:57.432,admin@gmail.com,0.09453564455083101,2023,7271
481500,2024-04-08 10:29:57.432,admin@gmail.com,2024-04-08 10:29:57.432,admin@gmail.com,0.09883271930314151,2023,7271
242000,2024-04-08 10:29:57.432,admin@gmail.com,2024-04-08 10:29:57.432,admin@gmail.com,0.17,2023,7271
364000,2024-04-08 10:29:57.433,admin@gmail.com,2024-04-08 10:29:57.433,admin@gmail.com,0.14,2023,7271
361250,2024-04-08 10:29:57.433,admin@gmail.com,2024-04-08 10:29:57.433,admin@gmail.com,0.13750639207393603,2023,7271
483000,2024-04-08 10:29:57.433,admin@gmail.com,2024-04-08 10:29:57.433,admin@gmail.com,0.11,2023,7271
24750,2024-04-08 10:29:57.433,admin@gmail.com,2024-04-08 10:29:57.433,admin@gmail.com,0.20625958811090403,2023,7271
72750,2024-04-08 10:29:57.434,admin@gmail.com,2024-04-08 10:29:57.434,admin@gmail.com,0.06445612128465751,2023,7271
722750,2024-04-08 10:29:57.434,admin@gmail.com,2024-04-08 10:29:57.434,admin@gmail.com,0.05,2023,7271
961250,2024-04-08 10:29:57.434,admin@gmail.com,2024-04-08 10:29:57.434,admin@gmail.com,0.01,2023,7271
84500,2024-04-08 10:29:57.435,admin@gmail.com,2024-04-08 10:29:57.435,admin@gmail.com,0.06015904653234701,2023,7271
842250,2024-04-08 10:29:57.435,admin@gmail.com,2024-04-08 10:29:57.435,admin@gmail.com,0.05,2023,7271
361000,2024-04-08 10:29:57.435,admin@gmail.com,2024-04-08 10:29:57.435,admin@gmail.com,0.15469469108317802,2023,7271
483250,2024-04-08 10:29:57.435,admin@gmail.com,2024-04-08 10:29:57.435,admin@gmail.com,0.11,2023,7271
36500,2024-04-08 10:29:57.436,admin@gmail.com,2024-04-08 10:29:57.436,admin@gmail.com,0.19336836385397252,2023,7271
843500,2024-04-08 10:29:57.436,admin@gmail.com,2024-04-08 10:29:57.436,admin@gmail.com,0.03,2023,7271
242250,2024-04-08 10:29:57.436,admin@gmail.com,2024-04-08 10:29:57.436,admin@gmail.com,0.17,2023,7271
603750,2024-04-08 10:29:57.437,admin@gmail.com,2024-04-08 10:29:57.437,admin@gmail.com,0.07,2023,7271
243500,2024-04-08 10:29:57.437,admin@gmail.com,2024-04-08 10:29:57.437,admin@gmail.com,0.16,2023,7271
724000,2024-04-08 10:29:57.437,admin@gmail.com,2024-04-08 10:29:57.437,admin@gmail.com,0.04,2023,7271
721250,2024-04-08 10:29:57.437,admin@gmail.com,2024-04-08 10:29:57.437,admin@gmail.com,0.05156489702772601,2023,7271
483750,2024-04-08 10:29:57.438,admin@gmail.com,2024-04-08 10:29:57.438,admin@gmail.com,0.11,2023,7271
722500,2024-04-08 10:29:57.438,admin@gmail.com,2024-04-08 10:29:57.438,admin@gmail.com,0.05,2023,7271
362500,2024-04-08 10:29:57.438,admin@gmail.com,2024-04-08 10:29:57.438,admin@gmail.com,0.15,2023,7271
1202000,2024-04-08 10:29:57.438,admin@gmail.com,2024-04-08 10:29:57.438,admin@gmail.com,0.01,2023,7271
602250,2024-04-08 10:29:57.439,admin@gmail.com,2024-04-08 10:29:57.439,admin@gmail.com,0.09,2023,7271
603500,2024-04-08 10:29:57.439,admin@gmail.com,2024-04-08 10:29:57.439,admin@gmail.com,0.07,2023,7271
843750,2024-04-08 10:29:57.439,admin@gmail.com,2024-04-08 10:29:57.439,admin@gmail.com,0.03,2023,7271
242500,2024-04-08 10:29:57.439,admin@gmail.com,2024-04-08 10:29:57.439,admin@gmail.com,0.17,2023,7271
722250,2024-04-08 10:29:57.440,admin@gmail.com,2024-04-08 10:29:57.440,admin@gmail.com,0.06,2023,7271
961750,2024-04-08 10:29:57.440,admin@gmail.com,2024-04-08 10:29:57.440,admin@gmail.com,0.01,2023,7271
723500,2024-04-08 10:29:57.441,admin@gmail.com,2024-04-08 10:29:57.441,admin@gmail.com,0.05,2023,7271
483500,2024-04-08 10:29:57.441,admin@gmail.com,2024-04-08 10:29:57.441,admin@gmail.com,0.11,2023,7271
362750,2024-04-08 10:29:57.442,admin@gmail.com,2024-04-08 10:29:57.442,admin@gmail.com,0.15,2023,7271
961500,2024-04-08 10:29:57.442,admin@gmail.com,2024-04-08 10:29:57.442,admin@gmail.com,0.01,2023,7271
602000,2024-04-08 10:29:57.443,admin@gmail.com,2024-04-08 10:29:57.443,admin@gmail.com,0.09,2023,7271
1081750,2024-04-08 10:29:57.443,admin@gmail.com,2024-04-08 10:29:57.443,admin@gmail.com,0.01,2023,7271
843000,2024-04-08 10:29:57.443,admin@gmail.com,2024-04-08 10:29:57.443,admin@gmail.com,0.04,2023,7271
841500,2024-04-08 10:29:57.444,admin@gmail.com,2024-04-08 10:29:57.444,admin@gmail.com,0.04297074752310501,2023,7271
242750,2024-04-08 10:29:57.444,admin@gmail.com,2024-04-08 10:29:57.444,admin@gmail.com,0.17,2023,7271
961000,2024-04-08 10:29:57.444,admin@gmail.com,2024-04-08 10:29:57.444,admin@gmail.com,0.03437659801848401,2023,7271
362250,2024-04-08 10:29:57.444,admin@gmail.com,2024-04-08 10:29:57.444,admin@gmail.com,0.16,2023,7271
482000,2024-04-08 10:29:57.445,admin@gmail.com,2024-04-08 10:29:57.445,admin@gmail.com,0.12,2023,7271
722000,2024-04-08 10:29:57.445,admin@gmail.com,2024-04-08 10:29:57.445,admin@gmail.com,0.06,2023,7271
843250,2024-04-08 10:29:57.445,admin@gmail.com,2024-04-08 10:29:57.445,admin@gmail.com,0.04,2023,7271
362000,2024-04-08 10:29:57.445,admin@gmail.com,2024-04-08 10:29:57.445,admin@gmail.com,0.16,2023,7271
482250,2024-04-08 10:29:57.446,admin@gmail.com,2024-04-08 10:29:57.446,admin@gmail.com,0.12,2023,7271
602750,2024-04-08 10:29:57.446,admin@gmail.com,2024-04-08 10:29:57.446,admin@gmail.com,0.08,2023,7271
84750,2024-04-08 10:29:57.446,admin@gmail.com,2024-04-08 10:29:57.446,admin@gmail.com,0.055861971780036504,2023,7271
1081500,2024-04-08 10:29:57.446,admin@gmail.com,2024-04-08 10:29:57.446,admin@gmail.com,0.01,2023,7271
841750,2024-04-08 10:29:57.447,admin@gmail.com,2024-04-08 10:29:57.447,admin@gmail.com,0.05,2023,7271
241750,2024-04-08 10:29:57.447,admin@gmail.com,2024-04-08 10:29:57.447,admin@gmail.com,0.18,2023,7271
723000,2024-04-08 10:29:57.447,admin@gmail.com,2024-04-08 10:29:57.447,admin@gmail.com,0.05,2023,7271
482750,2024-04-08 10:29:57.447,admin@gmail.com,2024-04-08 10:29:57.447,admin@gmail.com,0.11,2023,7271
1201500,2024-04-08 10:29:57.448,admin@gmail.com,2024-04-08 10:29:57.448,admin@gmail.com,0.01,2023,7271
721500,2024-04-08 10:29:57.448,admin@gmail.com,2024-04-08 10:29:57.448,admin@gmail.com,0.047267822275415504,2023,7271
1081250,2024-04-08 10:29:57.448,admin@gmail.com,2024-04-08 10:29:57.448,admin@gmail.com,0.01,2023,7271
604000,2024-04-08 10:29:57.448,admin@gmail.com,2024-04-08 10:29:57.448,admin@gmail.com,0.07,2023,7271
601250,2024-04-08 10:29:57.449,admin@gmail.com,2024-04-08 10:29:57.449,admin@gmail.com,0.09883271930314151,2023,7271
841000,2024-04-08 10:29:57.449,admin@gmail.com,2024-04-08 10:29:57.449,admin@gmail.com,0.047267822275415504,2023,7271
602500,2024-04-08 10:29:57.449,admin@gmail.com,2024-04-08 10:29:57.449,admin@gmail.com,0.09,2023,7271
363500,2024-04-08 10:29:57.449,admin@gmail.com,2024-04-08 10:29:57.449,admin@gmail.com,0.15,2023,7271
241000,2024-04-08 10:29:57.450,admin@gmail.com,2024-04-08 10:29:57.450,admin@gmail.com,0.1847742143493515,2023,7271
481250,2024-04-08 10:29:57.450,admin@gmail.com,2024-04-08 10:29:57.450,admin@gmail.com,0.09883271930314151,2023,7271
484000,2024-04-08 10:29:57.450,admin@gmail.com,2024-04-08 10:29:57.450,admin@gmail.com,0.11,2023,7271
723750,2024-04-08 10:29:57.451,admin@gmail.com,2024-04-08 10:29:57.451,admin@gmail.com,0.04,2023,7271
482500,2024-04-08 10:29:57.451,admin@gmail.com,2024-04-08 10:29:57.451,admin@gmail.com,0.11,2023,7271
1201750,2024-04-08 10:29:57.451,admin@gmail.com,2024-04-08 10:29:57.451,admin@gmail.com,0.01,2023,7271
60500,2024-04-08 10:29:57.451,admin@gmail.com,2024-04-08 10:29:57.451,admin@gmail.com,0.13320931732162553,2023,7271
241250,2024-04-08 10:29:57.452,admin@gmail.com,2024-04-08 10:29:57.452,admin@gmail.com,0.1847742143493515,2023,7271
601000,2024-04-08 10:29:57.452,admin@gmail.com,2024-04-08 10:29:57.452,admin@gmail.com,0.10742686880776252,2023,7271
244000,2024-04-08 10:29:57.452,admin@gmail.com,2024-04-08 10:29:57.452,admin@gmail.com,0.15,2023,7271
48750,2024-04-08 10:29:57.452,admin@gmail.com,2024-04-08 10:29:57.452,admin@gmail.com,0.11172394356007301,2023,7271
363750,2024-04-08 10:29:57.453,admin@gmail.com,2024-04-08 10:29:57.453,admin@gmail.com,0.15,2023,7271
841250,2024-04-08 10:29:57.453,admin@gmail.com,2024-04-08 10:29:57.453,admin@gmail.com,0.047267822275415504,2023,7271
842500,2024-04-08 10:29:57.453,admin@gmail.com,2024-04-08 10:29:57.453,admin@gmail.com,0.05,2023,7271
844000,2024-04-08 10:29:57.454,admin@gmail.com,2024-04-08 10:29:57.454,admin@gmail.com,0.03,2023,7271
1081000,2024-04-08 10:29:57.454,admin@gmail.com,2024-04-08 10:29:57.454,admin@gmail.com,0.025782448513863004,2023,7271
363250,2024-04-08 10:29:57.454,admin@gmail.com,2024-04-08 10:29:57.454,admin@gmail.com,0.15,2023,7026
243750,2024-04-08 10:29:57.454,admin@gmail.com,2024-04-08 10:29:57.454,admin@gmail.com,0.16,2023,7026
48500,2024-04-08 10:29:57.454,admin@gmail.com,2024-04-08 10:29:57.454,admin@gmail.com,0.12387706593470764,2023,7026
721000,2024-04-08 10:29:57.455,admin@gmail.com,2024-04-08 10:29:57.455,admin@gmail.com,0.05368006190503998,2023,7026
481000,2024-04-08 10:29:57.455,admin@gmail.com,2024-04-08 10:29:57.455,admin@gmail.com,0.0997898586696256,2023,7026
962000,2024-04-08 10:29:57.455,admin@gmail.com,2024-04-08 10:29:57.455,admin@gmail.com,0.01,2023,7026
361500,2024-04-08 10:29:57.455,admin@gmail.com,2024-04-08 10:29:57.455,admin@gmail.com,0.11974783040355072,2023,7026
1082000,2024-04-08 10:29:57.456,admin@gmail.com,2024-04-08 10:29:57.456,admin@gmail.com,0.01,2023,7026
1201000,2024-04-08 10:29:57.456,admin@gmail.com,2024-04-08 10:29:57.456,admin@gmail.com,0.026151825030660502,2023,7026
603250,2024-04-08 10:29:57.456,admin@gmail.com,2024-04-08 10:29:57.456,admin@gmail.com,0.08,2023,7026
60750,2024-04-08 10:29:57.456,admin@gmail.com,2024-04-08 10:29:57.456,admin@gmail.com,0.11630680079425329,2023,7026
363000,2024-04-08 10:29:57.457,admin@gmail.com,2024-04-08 10:29:57.457,admin@gmail.com,0.15,2023,7026
243000,2024-04-08 10:29:57.457,admin@gmail.com,2024-04-08 10:29:57.457,admin@gmail.com,0.17,2023,7026
601750,2024-04-08 10:29:57.457,admin@gmail.com,2024-04-08 10:29:57.457,admin@gmail.com,0.09,2023,7026
